Date,W/L,W-L,Rank,Attendance,Streak,Prev_W/L,Prev_W-L,Prev_Rank,Prev_Streak,Prev_IsOvertime,Winning_Rate,Day,Month
"Wednesday, Sep 15",L,72-75,3.0,21001.0,-3,L,72-74,3.0,-2.0,0.0,0.4931506849315068,Wednesday,Sep
"Friday, Sep 17",L,72-76,3.0,26967.0,-4,L,72-75,3.0,-3.0,0.0,0.4897959183673469,Friday,Sep
"Saturday, Sep 18",L,72-77,3.0,33442.0,-5,L,72-76,3.0,-4.0,0.0,0.4864864864864865,Saturday,Sep
"Sunday, Sep 19",W,73-77,3.0,24832.0,1,L,72-77,3.0,-5.0,0.0,0.48322147651006714,Sunday,Sep
"Tuesday, Sep 21",L,73-78,3.0,32146.0,-1,W,73-77,3.0,1.0,0.0,0.4866666666666667,Tuesday,Sep
"Wednesday, Sep 22",L,73-79,3.0,30254.0,-2,L,73-78,3.0,-1.0,0.0,0.48344370860927155,Wednesday,Sep
"Friday, Sep 24",L,73-80,3.0,27452.0,-3,L,73-79,3.0,-2.0,0.0,0.48026315789473684,Friday,Sep
"Saturday, Sep 25",L,73-81,3.0,35388.0,-4,L,73-80,3.0,-3.0,0.0,0.477124183006536,Saturday,Sep
"Sunday, Sep 26",L,73-82,3.0,43430.0,-5,L,73-81,3.0,-4.0,0.0,0.474025974025974,Sunday,Sep
"Tuesday, Sep 28 (2)",W,75-82,3.0,20647.0,2,L,73-82,3.0,-5.0,0.0,0.47096774193548385,Tuesday,Sep
"Wednesday, Sep 29",L,75-83,3.0,22610.0,-1,W,75-82,3.0,2.0,1.0,0.47770700636942676,Wednesday,Sep
"Thursday, Sep 30",W,76-83,3.0,24312.0,1,L,75-83,3.0,-1.0,0.0,0.47468354430379744,Thursday,Sep
"Friday, Oct 1",W,77-83,3.0,32659.0,2,W,76-83,3.0,1.0,0.0,0.4779874213836478,Friday,Oct
"Saturday, Oct 2",L,77-84,3.0,37616.0,-1,W,77-83,3.0,2.0,0.0,0.48125,Saturday,Oct
"Sunday, Oct 3",L,77-85,3.0,33203.0,-2,L,77-84,3.0,-1.0,0.0,0.4782608695652174,Sunday,Oct
"Thursday, Apr 7",W,1-0,1.0,35052.0,1,,0-0,,,,,Thursday,Apr
"Friday, Apr 8",W,2-0,1.0,25677.0,2,W,1-0,1.0,1.0,0.0,1.0,Friday,Apr
"Saturday, Apr 9",W,3-0,1.0,21369.0,3,W,2-0,1.0,2.0,0.0,1.0,Saturday,Apr
"Sunday, Apr 10",L,3-1,1.0,23158.0,-1,W,3-0,1.0,3.0,0.0,1.0,Sunday,Apr
"Monday, Apr 11",L,3-2,2.0,22317.0,-2,L,3-1,1.0,-1.0,0.0,0.75,Monday,Apr
"Tuesday, Apr 12",W,4-2,1.0,26045.0,1,L,3-2,2.0,-2.0,0.0,0.6,Tuesday,Apr
"Wednesday, Apr 13",W,5-2,1.0,31190.0,2,W,4-2,1.0,1.0,0.0,0.6666666666666666,Wednesday,Apr
"Friday, Apr 15",W,6-2,1.0,43820.0,3,W,5-2,1.0,2.0,0.0,0.7142857142857143,Friday,Apr
"Saturday, Apr 16",L,6-3,1.0,37935.0,-1,W,6-2,1.0,3.0,0.0,0.75,Saturday,Apr
"Sunday, Apr 17",W,7-3,1.0,24515.0,1,L,6-3,1.0,-1.0,0.0,0.6666666666666666,Sunday,Apr
"Tuesday, Apr 19 (2)",W,9-3,1.0,27490.0,3,W,7-3,1.0,1.0,0.0,0.7,Tuesday,Apr
"Wednesday, Apr 20",L,9-4,1.0,30050.0,-1,W,9-3,1.0,3.0,0.0,0.75,Wednesday,Apr
"Thursday, Apr 21",W,10-4,1.0,28760.0,1,L,9-4,1.0,-1.0,0.0,0.6923076923076923,Thursday,Apr
"Friday, Apr 22",W,11-4,1.0,20939.0,2,W,10-4,1.0,1.0,0.0,0.7142857142857143,Friday,Apr
"Saturday, Apr 23",L,11-5,1.0,25413.0,-1,W,11-4,1.0,2.0,0.0,0.7333333333333333,Saturday,Apr
"Sunday, Apr 24",W,12-5,1.0,23570.0,1,L,11-5,1.0,-1.0,0.0,0.6875,Sunday,Apr
"Monday, Apr 25",W,13-5,1.0,35455.0,2,W,12-5,1.0,1.0,0.0,0.7058823529411765,Monday,Apr
"Tuesday, Apr 26",W,14-5,1.0,32215.0,3,W,13-5,1.0,2.0,0.0,0.7222222222222222,Tuesday,Apr
"Wednesday, Apr 27",L,14-6,1.0,34822.0,-1,W,14-5,1.0,3.0,0.0,0.7368421052631579,Wednesday,Apr
"Friday, Apr 29",W,15-6,1.0,32416.0,1,L,14-6,1.0,-1.0,0.0,0.7,Friday,Apr
"Saturday, Apr 30",L,15-7,1.0,40036.0,-1,W,15-6,1.0,1.0,0.0,0.7142857142857143,Saturday,Apr
"Sunday, May 1",W,16-7,1.0,30608.0,1,L,15-7,1.0,-1.0,0.0,0.6818181818181818,Sunday,May
"Monday, May 2",L,16-8,1.0,23413.0,-1,W,16-7,1.0,1.0,0.0,0.6956521739130435,Monday,May
"Tuesday, May 3 (2)",W,18-8,1.0,27206.0,2,L,16-8,1.0,-1.0,0.0,0.6666666666666666,Tuesday,May
"Wednesday, May 4",L,18-9,1.0,23973.0,-1,W,18-8,1.0,2.0,0.0,0.6923076923076923,Wednesday,May
"Thursday, May 5",W,19-9,1.0,24040.0,1,L,18-9,1.0,-1.0,0.0,0.6666666666666666,Thursday,May
"Sunday, May 8 (2)",W,20-10,1.0,37133.0,1,W,19-9,1.0,1.0,0.0,0.6785714285714286,Sunday,May
"Tuesday, May 10",W,21-10,1.0,21955.0,2,W,20-10,1.0,1.0,0.0,0.6666666666666666,Tuesday,May
"Wednesday, May 11",L,21-11,1.0,19715.0,-1,W,21-10,1.0,2.0,0.0,0.6774193548387096,Wednesday,May
"Thursday, May 12",W,22-11,1.0,21213.0,1,L,21-11,1.0,-1.0,0.0,0.65625,Thursday,May
"Friday, May 13",L,22-12,1.0,36629.0,-1,W,22-11,1.0,1.0,0.0,0.6666666666666666,Friday,May
"Saturday, May 14",W,23-12,1.0,37140.0,1,L,22-12,1.0,-1.0,0.0,0.6470588235294118,Saturday,May
"Sunday, May 15",L,23-13,1.0,38476.0,-1,W,23-12,1.0,1.0,0.0,0.6571428571428571,Sunday,May
"Tuesday, May 17 (2)",L,24-14,1.0,27457.0,-1,L,23-13,1.0,-1.0,0.0,0.6388888888888888,Tuesday,May
"Wednesday, May 18",W,25-14,1.0,32798.0,1,L,24-14,1.0,-1.0,0.0,0.631578947368421,Wednesday,May
"Thursday, May 19",W,26-14,1.0,28801.0,2,W,25-14,1.0,1.0,0.0,0.6410256410256411,Thursday,May
"Saturday, May 21 (1)",W,27-14,1.0,20737.0,3,W,26-14,1.0,2.0,1.0,0.65,Saturday,May
"Saturday, May 21 (2)",L,27-15,1.0,25783.0,-1,W,27-14,1.0,3.0,0.0,0.6585365853658537,Saturday,May
"Sunday, May 22",W,28-15,1.0,35248.0,1,L,27-15,1.0,-1.0,0.0,0.6428571428571429,Sunday,May
"Monday, May 23",W,29-15,1.0,25690.0,2,W,28-15,1.0,1.0,0.0,0.6511627906976745,Monday,May
"Tuesday, May 24",L,29-16,1.0,27683.0,-1,W,29-15,1.0,2.0,0.0,0.6590909090909091,Tuesday,May
"Wednesday, May 25",L,29-17,1.0,27432.0,-2,L,29-16,1.0,-1.0,1.0,0.6444444444444445,Wednesday,May
"Friday, May 27",W,30-17,1.0,30175.0,1,L,29-17,1.0,-2.0,0.0,0.6304347826086957,Friday,May
"Saturday, May 28",W,31-17,1.0,37455.0,2,W,30-17,1.0,1.0,0.0,0.6382978723404256,Saturday,May
"Sunday, May 29",W,32-17,1.0,36513.0,3,W,31-17,1.0,2.0,0.0,0.6458333333333334,Sunday,May
"Monday, May 30",W,33-17,1.0,22007.0,4,W,32-17,1.0,3.0,1.0,0.6530612244897959,Monday,May
"Tuesday, May 31",W,34-17,1.0,25263.0,5,W,33-17,1.0,4.0,0.0,0.66,Tuesday,May
"Wednesday, Jun 1",W,35-17,1.0,25417.0,6,W,34-17,1.0,5.0,0.0,0.6666666666666666,Wednesday,Jun
"Thursday, Jun 2",L,35-18,1.0,48018.0,-1,W,35-17,1.0,6.0,0.0,0.6730769230769231,Thursday,Jun
"Friday, Jun 3",L,35-19,1.0,52505.0,-2,L,35-18,1.0,-1.0,0.0,0.660377358490566,Friday,Jun
"Saturday, Jun 4",W,36-19,1.0,50165.0,1,L,35-19,1.0,-2.0,0.0,0.6481481481481481,Saturday,Jun
"Sunday, Jun 5",W,37-19,1.0,48672.0,2,W,36-19,1.0,1.0,0.0,0.6545454545454545,Sunday,Jun
"Monday, Jun 6",W,38-19,1.0,34858.0,3,W,37-19,1.0,2.0,0.0,0.6607142857142857,Monday,Jun
"Tuesday, Jun 7",L,38-20,1.0,31796.0,-1,W,38-19,1.0,3.0,0.0,0.6666666666666666,Tuesday,Jun
"Wednesday, Jun 8",L,38-21,1.0,40992.0,-2,L,38-20,1.0,-1.0,0.0,0.6551724137931034,Wednesday,Jun
"Friday, Jun 10",W,39-21,1.0,31499.0,1,L,38-21,1.0,-2.0,0.0,0.6440677966101694,Friday,Jun
"Saturday, Jun 11",L,39-22,1.0,36408.0,-1,W,39-21,1.0,1.0,0.0,0.65,Saturday,Jun
"Sunday, Jun 12",W,40-22,1.0,36598.0,1,L,39-22,1.0,-1.0,0.0,0.639344262295082,Sunday,Jun
"Tuesday, Jun 14",W,41-22,1.0,28495.0,2,W,40-22,1.0,1.0,0.0,0.6451612903225806,Tuesday,Jun
"Wednesday, Jun 15",L,41-23,1.0,25422.0,-1,W,41-22,1.0,2.0,0.0,0.6507936507936508,Wednesday,Jun
"Thursday, Jun 16",W,42-23,1.0,25002.0,1,L,41-23,1.0,-1.0,0.0,0.640625,Thursday,Jun
"Friday, Jun 17",W,43-23,1.0,36111.0,2,W,42-23,1.0,1.0,0.0,0.6461538461538462,Friday,Jun
"Saturday, Jun 18",W,44-23,1.0,40021.0,3,W,43-23,1.0,2.0,0.0,0.6515151515151515,Saturday,Jun
"Sunday, Jun 19",L,44-24,1.0,41255.0,-1,W,44-23,1.0,3.0,0.0,0.6567164179104478,Sunday,Jun
"Monday, Jun 20",W,45-24,1.0,34947.0,1,L,44-24,1.0,-1.0,0.0,0.6470588235294118,Monday,Jun
"Tuesday, Jun 21",L,45-25,1.0,35140.0,-1,W,45-24,1.0,1.0,0.0,0.6521739130434783,Tuesday,Jun
"Wednesday, Jun 22",L,45-26,1.0,35415.0,-2,L,45-25,1.0,-1.0,0.0,0.6428571428571429,Wednesday,Jun
"Friday, Jun 24",W,46-26,1.0,11444.0,1,L,45-26,1.0,-2.0,0.0,0.6338028169014085,Friday,Jun
"Saturday, Jun 25",W,47-26,1.0,18722.0,2,W,46-26,1.0,1.0,0.0,0.6388888888888888,Saturday,Jun
"Sunday, Jun 26",L,47-27,1.0,19343.0,-1,W,47-26,1.0,2.0,0.0,0.6438356164383562,Sunday,Jun
"Tuesday, Jun 28",L,47-28,1.0,36673.0,-2,L,47-27,1.0,-1.0,1.0,0.6351351351351351,Tuesday,Jun
"Wednesday, Jun 29",L,47-29,1.0,29230.0,-3,L,47-28,1.0,-2.0,0.0,0.6266666666666667,Wednesday,Jun
"Friday, Jul 1",W,48-29,1.0,35639.0,1,L,47-29,1.0,-3.0,0.0,0.618421052631579,Friday,Jul
"Saturday, Jul 2",L,48-30,1.0,26494.0,-1,W,48-29,1.0,1.0,0.0,0.6233766233766234,Saturday,Jul
"Sunday, Jul 3",W,49-30,1.0,25241.0,1,L,48-30,1.0,-1.0,0.0,0.6153846153846154,Sunday,Jul
"Monday, Jul 4",W,50-30,1.0,19533.0,2,W,49-30,1.0,1.0,0.0,0.620253164556962,Monday,Jul
"Tuesday, Jul 5",L,50-31,1.0,13487.0,-1,W,50-30,1.0,2.0,0.0,0.625,Tuesday,Jul
"Wednesday, Jul 6",W,51-31,1.0,13540.0,1,L,50-31,1.0,-1.0,1.0,0.6172839506172839,Wednesday,Jul
"Thursday, Jul 7",W,52-31,1.0,30555.0,2,W,51-31,1.0,1.0,0.0,0.6219512195121951,Thursday,Jul
"Friday, Jul 8",L,52-32,1.0,25208.0,-1,W,52-31,1.0,2.0,0.0,0.6265060240963856,Friday,Jul
"Saturday, Jul 9",W,53-32,1.0,43336.0,1,L,52-32,1.0,-1.0,0.0,0.6190476190476191,Saturday,Jul
"Sunday, Jul 10",L,53-33,1.0,34774.0,-1,W,53-32,1.0,1.0,1.0,0.6235294117647059,Sunday,Jul
"Monday, Jul 11",W,54-33,1.0,42925.0,1,L,53-33,1.0,-1.0,0.0,0.6162790697674418,Monday,Jul
"Tuesday, Jul 12",L,54-34,1.0,42217.0,-1,W,54-33,1.0,1.0,0.0,0.6206896551724138,Tuesday,Jul
"Wednesday, Jul 13",W,55-34,1.0,34879.0,1,L,54-34,1.0,-1.0,0.0,0.6136363636363636,Wednesday,Jul
"Thursday, Jul 14",W,56-34,1.0,34051.0,2,W,55-34,1.0,1.0,0.0,0.6179775280898876,Thursday,Jul
"Saturday, Jul 16 (1)",W,57-34,1.0,39219.0,3,W,56-34,1.0,2.0,0.0,0.6222222222222222,Saturday,Jul
"Saturday, Jul 16 (2)",W,58-34,1.0,34366.0,4,W,57-34,1.0,3.0,0.0,0.6263736263736264,Saturday,Jul
"Sunday, Jul 17",L,58-35,1.0,34424.0,-1,W,58-34,1.0,4.0,0.0,0.6304347826086957,Sunday,Jul
"Friday, Jul 22",L,58-36,1.0,36855.0,-2,L,58-35,1.0,-1.0,0.0,0.6236559139784946,Friday,Jul
"Saturday, Jul 23",L,58-37,1.0,39359.0,-3,L,58-36,1.0,-2.0,0.0,0.6170212765957447,Saturday,Jul
"Sunday, Jul 24",W,59-37,1.0,35475.0,1,L,58-37,1.0,-3.0,0.0,0.6105263157894737,Sunday,Jul
"Tuesday, Jul 26",W,60-37,1.0,42364.0,2,W,59-37,1.0,1.0,0.0,0.6145833333333334,Tuesday,Jul
"Wednesday, Jul 27",W,61-37,1.0,43693.0,3,W,60-37,1.0,2.0,0.0,0.6185567010309279,Wednesday,Jul
"Friday, Jul 29",W,62-37,1.0,15131.0,4,W,61-37,1.0,3.0,1.0,0.6224489795918368,Friday,Jul
"Saturday, Jul 30",W,63-37,1.0,16655.0,5,W,62-37,1.0,4.0,0.0,0.6262626262626263,Saturday,Jul
"Sunday, Jul 31",W,64-37,1.0,17449.0,6,W,63-37,1.0,5.0,0.0,0.63,Sunday,Jul
"Monday, Aug 1",W,65-37,1.0,29034.0,7,W,64-37,1.0,6.0,0.0,0.6336633663366337,Monday,Aug
"Tuesday, Aug 2",L,65-38,1.0,29878.0,-1,W,65-37,1.0,7.0,0.0,0.6372549019607843,Tuesday,Aug
"Wednesday, Aug 3",W,66-38,1.0,27851.0,1,L,65-38,1.0,-1.0,0.0,0.6310679611650486,Wednesday,Aug
"Thursday, Aug 4",W,67-38,1.0,38693.0,2,W,66-38,1.0,1.0,0.0,0.6346153846153846,Thursday,Aug
"Friday, Aug 5",L,67-39,1.0,40305.0,-1,W,67-38,1.0,2.0,0.0,0.638095238095238,Friday,Aug
"Saturday, Aug 6 (1)",W,68-39,1.0,37790.0,1,L,67-39,1.0,-1.0,0.0,0.6320754716981132,Saturday,Aug
"Saturday, Aug 6 (2)",W,69-39,1.0,37452.0,2,W,68-39,1.0,1.0,0.0,0.6355140186915887,Saturday,Aug
"Sunday, Aug 7",W,70-39,1.0,37717.0,3,W,69-39,1.0,2.0,0.0,0.6388888888888888,Sunday,Aug
"Monday, Aug 8",W,71-39,1.0,28448.0,4,W,70-39,1.0,3.0,0.0,0.6422018348623854,Monday,Aug
"Tuesday, Aug 9",W,72-39,1.0,30816.0,5,W,71-39,1.0,4.0,0.0,0.6454545454545455,Tuesday,Aug
"Wednesday, Aug 10",W,73-39,1.0,36883.0,6,W,72-39,1.0,5.0,0.0,0.6486486486486487,Wednesday,Aug
"Friday, Aug 12",L,73-40,1.0,38467.0,-1,W,73-39,1.0,6.0,0.0,0.6517857142857143,Friday,Aug
"Saturday, Aug 13",W,74-40,1.0,43857.0,1,L,73-40,1.0,-1.0,0.0,0.6460176991150443,Saturday,Aug
"Sunday, Aug 14",W,75-40,1.0,40513.0,2,W,74-40,1.0,1.0,0.0,0.6491228070175439,Sunday,Aug
"Monday, Aug 15",L,75-41,1.0,38380.0,-1,W,75-40,1.0,2.0,0.0,0.6521739130434783,Monday,Aug
"Tuesday, Aug 16",L,75-42,1.0,37449.0,-2,L,75-41,1.0,-1.0,0.0,0.646551724137931,Tuesday,Aug
"Wednesday, Aug 17",W,76-42,1.0,34308.0,1,L,75-42,1.0,-2.0,0.0,0.6410256410256411,Wednesday,Aug
"Thursday, Aug 18",L,76-43,1.0,39378.0,-1,W,76-42,1.0,1.0,0.0,0.6440677966101694,Thursday,Aug
"Friday, Aug 19",W,77-43,1.0,43176.0,1,L,76-43,1.0,-1.0,0.0,0.6386554621848739,Friday,Aug
"Saturday, Aug 20 (1)",W,78-43,1.0,36809.0,2,W,77-43,1.0,1.0,0.0,0.6416666666666667,Saturday,Aug
"Saturday, Aug 20 (2)",L,78-44,1.0,39374.0,-1,W,78-43,1.0,2.0,0.0,0.6446280991735537,Saturday,Aug
"Sunday, Aug 21",W,79-44,1.0,35801.0,1,L,78-44,1.0,-1.0,0.0,0.639344262295082,Sunday,Aug
"Monday, Aug 22",L,79-45,1.0,48760.0,-1,W,79-44,1.0,1.0,0.0,0.6422764227642277,Monday,Aug
"Tuesday, Aug 23",L,79-46,1.0,49217.0,-2,L,79-45,1.0,-1.0,0.0,0.6370967741935484,Tuesday,Aug
"Thursday, Aug 25",W,80-46,1.0,37377.0,1,L,79-46,1.0,-2.0,0.0,0.632,Thursday,Aug
"Friday, Aug 26",W,81-46,1.0,32447.0,2,W,80-46,1.0,1.0,0.0,0.6349206349206349,Friday,Aug
"Saturday, Aug 27",W,82-46,1.0,42617.0,3,W,81-46,1.0,2.0,1.0,0.6377952755905512,Saturday,Aug
"Sunday, Aug 28",L,82-47,1.0,36396.0,-1,W,82-46,1.0,3.0,0.0,0.640625,Sunday,Aug
"Tuesday, Aug 30",L,82-48,1.0,40607.0,-2,L,82-47,1.0,-1.0,0.0,0.6356589147286822,Tuesday,Aug
"Wednesday, Aug 31",W,83-48,1.0,41799.0,1,L,82-48,1.0,-2.0,0.0,0.6307692307692307,Wednesday,Aug
"Thursday, Sep 1",W,84-48,1.0,36908.0,2,W,83-48,1.0,1.0,0.0,0.6335877862595419,Thursday,Sep
"Friday, Sep 2",W,85-48,1.0,33630.0,3,W,84-48,1.0,2.0,0.0,0.6363636363636364,Friday,Sep
"Saturday, Sep 3",L,85-49,1.0,33509.0,-1,W,85-48,1.0,3.0,0.0,0.6390977443609023,Saturday,Sep
"Sunday, Sep 4",L,85-50,1.0,31711.0,-2,L,85-49,1.0,-1.0,0.0,0.6343283582089553,Sunday,Sep
"Tuesday, Sep 6",L,85-51,1.0,8817.0,-3,L,85-50,1.0,-2.0,0.0,0.6296296296296297,Tuesday,Sep
"Wednesday, Sep 7 (1)",W,86-51,1.0,8717.0,1,L,85-51,1.0,-3.0,0.0,0.625,Wednesday,Sep
"Wednesday, Sep 7 (2)",W,87-51,1.0,9824.0,2,W,86-51,1.0,1.0,0.0,0.6277372262773723,Wednesday,Sep
"Friday, Sep 9",L,87-52,2.0,12692.0,-1,W,87-51,1.0,2.0,0.0,0.6304347826086957,Friday,Sep
"Saturday, Sep 10",W,88-52,1.0,17441.0,1,L,87-52,2.0,-1.0,0.0,0.6258992805755396,Saturday,Sep
"Sunday, Sep 11",W,89-52,1.0,13234.0,2,W,88-52,1.0,1.0,0.0,0.6285714285714286,Sunday,Sep
"Monday, Sep 12",L,89-53,1.0,28081.0,-1,W,89-52,1.0,2.0,0.0,0.6312056737588653,Monday,Sep
"Tuesday, Sep 13",L,89-54,1.0,26435.0,-2,L,89-53,1.0,-1.0,0.0,0.6267605633802817,Tuesday,Sep
"Wednesday, Sep 14",L,89-55,1.0,28522.0,-3,L,89-54,1.0,-2.0,0.0,0.6223776223776224,Wednesday,Sep
"Thursday, Sep 15",W,90-55,1.0,25683.0,1,L,89-55,1.0,-3.0,0.0,0.6180555555555556,Thursday,Sep
"Friday, Sep 16",W,91-55,1.0,28928.0,2,W,90-55,1.0,1.0,0.0,0.6206896551724138,Friday,Sep
"Saturday, Sep 17",W,92-55,1.0,40111.0,3,W,91-55,1.0,2.0,0.0,0.6232876712328768,Saturday,Sep
"Sunday, Sep 18",W,93-55,1.0,36291.0,4,W,92-55,1.0,3.0,0.0,0.6258503401360545,Sunday,Sep
"Monday, Sep 19",W,94-55,1.0,25671.0,5,W,93-55,1.0,4.0,0.0,0.6283783783783784,Monday,Sep
"Tuesday, Sep 20",W,95-55,1.0,26319.0,6,W,94-55,1.0,5.0,0.0,0.6308724832214765,Tuesday,Sep
"Wednesday, Sep 21",L,95-56,1.0,25204.0,-1,W,95-55,1.0,6.0,0.0,0.6333333333333333,Wednesday,Sep
"Friday, Sep 23",W,96-56,1.0,18107.0,1,L,95-56,1.0,-1.0,0.0,0.6291390728476821,Friday,Sep
"Saturday, Sep 24",L,96-57,1.0,16041.0,-1,W,96-56,1.0,1.0,0.0,0.631578947368421,Saturday,Sep
"Sunday, Sep 25",W,97-57,1.0,13942.0,1,L,96-57,1.0,-1.0,0.0,0.6274509803921569,Sunday,Sep
"Tuesday, Sep 27",L,97-58,1.0,29067.0,-1,W,97-57,1.0,1.0,0.0,0.6298701298701299,Tuesday,Sep
"Wednesday, Sep 28",W,98-58,1.0,28228.0,1,L,97-58,1.0,-1.0,0.0,0.6258064516129033,Wednesday,Sep
"Friday, Sep 30",L,98-59,1.0,42402.0,-1,W,98-58,1.0,1.0,1.0,0.6282051282051282,Friday,Sep
"Saturday, Oct 1",L,98-60,2.0,42561.0,-2,L,98-59,1.0,-1.0,0.0,0.6242038216560509,Saturday,Oct
"Sunday, Oct 2",L,98-61,2.0,42713.0,-3,L,98-60,2.0,-2.0,0.0,0.620253164556962,Sunday,Oct
"Tuesday, Oct 4 (2)",W,100-61,2.0,23649.0,2,L,98-61,2.0,-3.0,0.0,0.6163522012578616,Tuesday,Oct
"Wednesday, Oct 5",W,101-61,1.0,27298.0,3,W,100-61,2.0,2.0,0.0,0.6211180124223602,Wednesday,Oct
"Monday, Apr 6",W,1-0,1.0,42295.0,1,,0-0,,,,,Monday,Apr
"Wednesday, Apr 8",L,1-1,2.0,25999.0,-1,W,1-0,1.0,1.0,0.0,1.0,Wednesday,Apr
"Thursday, Apr 9",W,2-1,2.0,25327.0,1,L,1-1,2.0,-1.0,0.0,0.5,Thursday,Apr
"Friday, Apr 10",L,2-2,2.0,46279.0,-1,W,2-1,2.0,1.0,0.0,0.6666666666666666,Friday,Apr
"Saturday, Apr 11",L,2-3,3.0,36056.0,-2,L,2-2,2.0,-1.0,0.0,0.5,Saturday,Apr
"Sunday, Apr 12",W,3-3,2.0,28192.0,1,L,2-3,3.0,-2.0,0.0,0.4,Sunday,Apr
"Monday, Apr 13",W,4-3,2.0,43947.0,2,W,3-3,2.0,1.0,0.0,0.5,Monday,Apr
"Tuesday, Apr 14",W,5-3,2.0,39489.0,3,W,4-3,2.0,2.0,0.0,0.5714285714285714,Tuesday,Apr
"Wednesday, Apr 15",W,6-3,1.0,21052.0,4,W,5-3,2.0,3.0,0.0,0.625,Wednesday,Apr
"Thursday, Apr 16",W,7-3,1.0,20556.0,5,W,6-3,1.0,4.0,0.0,0.6666666666666666,Thursday,Apr
"Friday, Apr 17",W,8-3,1.0,38753.0,6,W,7-3,1.0,5.0,0.0,0.7,Friday,Apr
"Saturday, Apr 18",W,9-3,1.0,41844.0,7,W,8-3,1.0,6.0,0.0,0.7272727272727273,Saturday,Apr
"Sunday, Apr 19",W,10-3,1.0,41234.0,8,W,9-3,1.0,7.0,0.0,0.75,Sunday,Apr
"Tuesday, Apr 21",W,11-3,1.0,21033.0,9,W,10-3,1.0,8.0,0.0,0.7692307692307693,Tuesday,Apr
"Wednesday, Apr 22",W,12-3,1.0,20971.0,10,W,11-3,1.0,9.0,0.0,0.7857142857142857,Wednesday,Apr
"Thursday, Apr 23",W,13-3,1.0,23980.0,11,W,12-3,1.0,10.0,0.0,0.8,Thursday,Apr
"Friday, Apr 24",L,13-4,1.0,45310.0,-1,W,13-3,1.0,11.0,0.0,0.8125,Friday,Apr
"Saturday, Apr 25",W,14-4,1.0,47909.0,1,L,13-4,1.0,-1.0,0.0,0.7647058823529411,Saturday,Apr
"Sunday, Apr 26",L,14-5,1.0,47510.0,-1,W,14-4,1.0,1.0,0.0,0.7777777777777778,Sunday,Apr
"Monday, Apr 27",W,15-5,1.0,18547.0,1,L,14-5,1.0,-1.0,0.0,0.7368421052631579,Monday,Apr
"Tuesday, Apr 28",L,15-6,1.0,17255.0,-1,W,15-5,1.0,1.0,0.0,0.75,Tuesday,Apr
"Wednesday, Apr 29",L,15-7,1.0,17076.0,-2,L,15-6,1.0,-1.0,0.0,0.7142857142857143,Wednesday,Apr
"Thursday, Apr 30",L,15-8,1.0,21689.0,-3,L,15-7,1.0,-2.0,0.0,0.6818181818181818,Thursday,Apr
"Friday, May 1",W,16-8,1.0,33178.0,1,L,15-8,1.0,-3.0,0.0,0.6521739130434783,Friday,May
"Saturday, May 2",L,16-9,1.0,39730.0,-1,W,16-8,1.0,1.0,0.0,0.6666666666666666,Saturday,May
"Sunday, May 3",L,16-10,1.0,41048.0,-2,L,16-9,1.0,-1.0,0.0,0.64,Sunday,May
"Tuesday, May 5",W,17-10,1.0,20534.0,1,L,16-10,1.0,-2.0,0.0,0.6153846153846154,Tuesday,May
"Wednesday, May 6",W,18-10,1.0,21667.0,2,W,17-10,1.0,1.0,0.0,0.6296296296296297,Wednesday,May
"Friday, May 8",L,18-11,1.0,32734.0,-1,W,18-10,1.0,2.0,0.0,0.6428571428571429,Friday,May
"Saturday, May 9",W,19-11,1.0,29373.0,1,L,18-11,1.0,-1.0,0.0,0.6206896551724138,Saturday,May
"Sunday, May 10",W,20-11,1.0,27935.0,2,W,19-11,1.0,1.0,0.0,0.6333333333333333,Sunday,May
"Monday, May 11",L,20-12,1.0,32980.0,-1,W,20-11,1.0,2.0,0.0,0.6451612903225806,Monday,May
"Tuesday, May 12",L,20-13,1.0,31542.0,-2,L,20-12,1.0,-1.0,0.0,0.625,Tuesday,May
"Wednesday, May 13",L,20-14,1.0,33709.0,-3,L,20-13,1.0,-2.0,0.0,0.6060606060606061,Wednesday,May
"Thursday, May 14",L,20-15,1.0,31496.0,-4,L,20-14,1.0,-3.0,1.0,0.5882352941176471,Thursday,May
"Friday, May 15",L,20-16,1.0,27554.0,-5,L,20-15,1.0,-4.0,0.0,0.5714285714285714,Friday,May
"Saturday, May 16",W,21-16,1.0,30208.0,1,L,20-16,1.0,-5.0,0.0,0.5555555555555556,Saturday,May
"Sunday, May 17",W,22-16,1.0,32422.0,2,W,21-16,1.0,1.0,0.0,0.5675675675675675,Sunday,May
"Monday, May 18",W,23-16,1.0,23338.0,3,W,22-16,1.0,2.0,0.0,0.5789473684210527,Monday,May
"Tuesday, May 19",L,23-17,1.0,21157.0,-1,W,23-16,1.0,3.0,1.0,0.5897435897435898,Tuesday,May
"Wednesday, May 20",L,23-18,2.0,23726.0,-2,L,23-17,1.0,-1.0,0.0,0.575,Wednesday,May
"Thursday, May 21",W,24-18,2.0,32783.0,1,L,23-18,2.0,-2.0,0.0,0.5609756097560976,Thursday,May
"Friday, May 22",L,24-19,2.0,33337.0,-1,W,24-18,2.0,1.0,0.0,0.5714285714285714,Friday,May
"Saturday, May 23",L,24-20,2.0,39385.0,-2,L,24-19,2.0,-1.0,0.0,0.5581395348837209,Saturday,May
